recipe,title_length,recipe_length,ingredients_length,recipe_freq_word,number_of_ingredient,class
Crème de céleri glacée à la menthe,7,118,53,faire,13,Entrée
Tortilla de pommes de terre,5,55,12,pomme,6,Entrée
Sauté de porc a l'Alentejana,5,80,52,faire,14,Plat principal
Comme un risotto au vin blanc et poulet mariné,9,115,50,2,13,Plat principal
Mini-clafoutis aux mûres,3,32,20,verser,8,Dessert
Terrine de foies et gésiers de volailles,7,129,52,hacher,16,Entrée
Muffins au thon à la tomate et ciboulette,8,55,28,four,9,Entrée
Salade légère saumon crevettes,4,40,30,salade,7,Entrée
Magret de canard - compote de pommes vertes,8,71,12,magret,5,Plat principal
Jambon à la crème,4,40,19,mettre,6,Plat principal
Pancake poire gingembre et chocolat,5,30,32,farine,11,Dessert
Roulé de saumon aux 3 fromages,6,54,19,faire,9,Entrée
Salade de pâtes pimentée,4,68,63,mélanger,16,Entrée
Pennes aux quatre fromages,4,31,25,fromage,8,Plat principal
Moelleux au citron de Kitaï,5,76,32,ajouter,11,Dessert
Muffins au chocolat des jumelles,5,82,17,fondre,7,Dessert
Dessert frais aux litchis,4,75,21,litchi,7,Dessert
Salade méditerranéenne au thon,4,41,23,four,8,Entrée
Pancake de Nawal,3,38,32,jaune,8,Dessert
Petites charlottes de chèvre aux poivrons,6,119,30,charlotte,10,Entrée
Salade de pâtes aux légumes grillés,6,78,19,légume,9,Plat principal
Bruschetta,1,59,21,tranche,6,Plat principal
Gâteau super simple,3,42,19,gâteau,7,Dessert
Terrine ris de veau foie gras,6,83,31,veau,11,Entrée
Gâteau aux 'petits bruns' (petits beurres),6,177,22,crème,7,Dessert
Schorba,1,55,32,ajouter,11,Plat principal
Poulet en sauce aux asperges,5,126,24,asperge,9,Plat principal
Gâteau mousseux au chocolat,4,93,18,mélange,6,Dessert
"Salade "" Ma Poule""",4,73,46,poulet,15,Plat principal
Epigramme d'agneau à la sauce épicée,6,42,36,oignon,11,Plat principal
Paupiettes de chou,3,85,28,déposer,12,Plat principal
Salade composée au pamplemousse rose,5,34,25,couper,10,Entrée
Involitinis sauge et parmesan,4,85,41,escalope,12,Plat principal
Crêpes à la suisse,4,42,13,crêpe,7,Plat principal
Tarte Amandine poire chocolat façon Popo,6,78,25,faites,9,Dessert
Court-bouillon de colin,3,43,21,colin,8,Plat principal
Riz à la chinoise,4,70,57,faites,18,Plat principal
Gâteau glacé au fromage blanc,5,34,15,moelleux,6,Dessert
Tartelettes de boudin,3,62,9,tranche,4,Entrée
Magret de canard et pommes de terre au chèvre,9,103,17,pomme,7,Plat principal
Crème pâtissière au chocolat,4,42,22,lait,8,Dessert
"Pain de thon, crevettes et moules au cumin",8,30,22,ajouter,9,Entrée
Tarte au jambon de pays et aubergine à l'ail,9,64,18,four,9,Plat principal
Bricks roulées au chèvre et aubergine,6,112,31,feuille,11,Entrée
Quiche lorraine sans pâte,4,11,23,mélanger,8,Plat principal
"Tarte poivron, oignon, chèvre, miel",5,52,37,oignon,13,Plat principal
Risotto pour enfants jambon courgette,5,59,21,courgette,7,Plat principal
Panga à la vapeur,4,44,21,filet,8,Plat principal
Délice pimenté de magret chocolaté aux poires caramélisées,8,45,29,tranche,7,Plat principal
Wraps crudités et jambon,4,45,16,couper,7,Entrée
Mini muffins choco-noisettes,3,59,23,faire,7,Dessert
Meringues bien sèches,3,84,20,four,7,Dessert
Pannekoeken (crêpes néerlandaises),3,12,15,mélanger,7,Dessert
Tiramisu aux fraises et gingembre,5,100,33,couche,8,Dessert
Mousse aux 3 chocolats (noir / praliné / lait),9,66,23,blanc,7,Dessert
Tajine à ma façon,4,46,46,ajouter,15,Plat principal
Muffins à la pâte d'amandes,5,86,42,amande,11,Dessert
Tourte aux escargots,3,74,33,poêle,11,Entrée
Galettes de l'Oranie et de l'Est du Maroc,8,102,32,1,9,Dessert
Tagliatelles au poulet citronné et asperges,6,71,25,eau,6,Plat principal
Darne de requin à l'échalote et au vin blanc,9,74,20,darne,8,Plat principal
Délice Tiède aux pommes,4,77,24,moule,8,Dessert
Braisé de boeuf aux carottes,5,54,40,feu,11,Plat principal
Jambon pané,2,41,11,jambon,5,Plat principal
Bananes vapeur mode antillaise,4,63,22,minute,6,Dessert
Rillettes de thon au poivre vert,6,27,33,mélanger,9,Entrée
Crème brûlée tomates confites et parmesan,6,63,29,four,8,Entrée
Assiette savoyarde rapide,3,91,30,faire,12,Plat principal
Cake aux fruits rouges,4,82,26,fruit,9,Dessert
Nouilles chinoises avec accompagnement de poulet,6,73,54,faire,13,Plat principal
Ormeaux raidis à la poêle,5,129,5,pied,5,Entrée
Muffins pépites de chocolat - noisettes,6,76,52,mélange,14,Dessert
Lapin à la bière et à la moutarde,8,43,39,faire,11,Plat principal
Riz aux courgettes et reste de poulet rôti,8,55,27,faire,9,Plat principal
Paupiettes de carrelet provençales,4,89,37,plat,13,Plat principal
Bruschetta de brandade de morue,5,43,34,tartine,9,Entrée
Calamars sautés,2,64,33,calamar,11,Plat principal
Velouté de printemps,3,71,31,navet,10,Entrée
Clafoutis aux mûres de saison,5,45,33,sucre,9,Dessert
Jambon grillé,2,69,13,jambon,5,Plat principal
Gratin de riz à la béchamel,6,76,23,béchamel,9,Plat principal
"Aumonières au chèvre, poireau et miel",6,79,30,crêpe,12,Entrée
Napolitain au chocolat,3,100,44,chocolat,12,Dessert
Poulet à l'ail pour les fans,6,59,16,poulet,6,Plat principal
Mon risotto aux morilles,4,56,24,faire,6,Plat principal
Omelette à la viande hachée et au soja,8,56,20,faire,8,Entrée
Epaule d'agneau rôtie et riz aux amandes,7,89,24,cuisson,8,Plat principal
Tomates Farcies Oeufs Lardons Chèvre,5,52,31,tomate,10,Entrée
Magret des îles,3,64,20,magret,8,Plat principal
Poulet curcuma caramel,3,49,26,four,8,Plat principal
Curry de poulet,3,89,44,ajouter,15,Plat principal
Courgettes rondes farcies au thon,5,41,24,courgette,8,Plat principal
Pommes de terre fondantes aux pruneaux,6,75,33,pomme,11,Plat principal
Crevettes au rosé,3,42,30,ajouter,10,Plat principal
"Clafoutis pommes, miel et raisins secs",6,65,27,pomme,10,Dessert
Tarte à l'orange diététiquement délicieuse,5,86,17,pâte,8,Dessert
La tulipe des Cévennes,4,180,24,pâte,10,Dessert
Méli mélo de légumes et viande cloclo,7,35,42,couper,12,Plat principal
Salade inspirée du dakos crétois,5,78,34,pain,13,Plat principal
Glace au caramel au beurre salé,6,112,33,caramel,10,Dessert
Papillotes de dinde et ratatouille,5,55,13,papillote,7,Plat principal
Jambon sauce à la moutarde,5,52,19,jambon,6,Plat principal
Roulés au saumon,3,37,19,saumon,6,Entrée
"Boulettes façon ""la Belle et le Clochard""",7,70,52,sauce,22,Plat principal
Mousse aux spéculoos,3,35,15,verre,4,Dessert
Crevettes marinées poêlées sur lit de salade,7,86,15,crevette,5,Entrée
Tarte alsacienne aux pommes et crumble,6,83,40,pâte,13,Dessert
Consommé au brocolis et au jambon,6,50,19,eau,7,Entrée
Pudding au chocolat à ma façon,6,73,30,chocolat,8,Dessert
Quatre quarts aux cerises et aux pistaches,7,67,34,four,16,Dessert
Chili con carne Vénézuelien,4,148,83,faire,18,Plat principal
"Tagliatelles poulet, pesto et tomates séchées",6,100,39,ajouter,10,Plat principal
Pastèque garnie aux pêches pochées,5,53,10,pastèque,5,Dessert
Crème glacée aux poires,4,20,15,peler,5,Dessert
Gâteau au yaourt pomme cannelle,5,66,26,ajouter,9,Dessert
Tiramisu banane pain d'épice,4,53,27,mascarpone,10,Dessert
Lasagne à la béchamel de ricotta,6,112,37,minute,13,Plat principal
Fondue au chocolat light au yaourt,6,29,31,chocolat,9,Dessert
Lapin aux pruneaux et tomates séchées au four,8,33,32,four,9,Plat principal
Galette aux pommes de terre Vierzonnaise,6,251,27,faire,7,Entrée
Risotto Euskadi,2,99,55,ajouter,15,Plat principal
Pigeonneaux aux cerises noires et aux pommes,7,42,18,faire,7,Plat principal
Quiche légère aux lardons et petits légumes,7,61,23,pâte,11,Plat principal
Presse de poireaux au thon fumé,6,116,48,eau,12,Entrée
Canard à l'ananas au wok,5,62,70,canard,17,Plat principal
Cream scones (Irlande),3,93,41,ajouter,11,Dessert
Gâteau de crêpes ananas et coco,6,52,18,crème,6,Dessert
"Risotto aux petits pois, brocolis et crevettes",7,113,57,minute,12,Entrée
Lasagnes aux légumes et au chèvre,6,100,34,minute,13,Plat principal
Gâteau chiboust à la fève de tonka,7,168,61,mélanger,19,Dessert
Pain d'épices à trois mains,5,136,103,pain,23,Dessert
Taboulé de choux-fleur,3,26,23,chou,8,Entrée
Palombes au chou,3,69,30,chou,12,Plat principal
Tomates farcies aux restes de poisson,6,29,32,tomate,10,Entrée
Chłodnik - Soupe aux radis et betteraves (Pologne),8,119,49,betterave,14,Entrée
Ratatouille bolognaise en lasagne,4,142,40,mettre,14,Plat principal
"Tarte aux tomates, ail et feta",6,99,43,couper,14,Plat principal
Wok de légumes verts,4,55,23,couper,10,Plat principal
Ananas à l'orange,3,46,20,zeste,7,Dessert
Lentilles vertes à la strasbourgeoise,5,65,29,ajouter,11,Plat principal
Verrine de mousse au chèvre,5,93,29,parmesan,9,Plat principal
"Tarte aux moules, coques et crevettes",6,81,34,temps,13,Plat principal
Gigot à l'Algérienne,3,87,22,gigot,7,Plat principal
Aubergines et chair à saucisses gratinées,6,63,21,faire,9,Plat principal
Chou vert tiède aux lardons,5,27,17,chou,6,Entrée
Pâtisson farci à la viande,5,65,28,faites,10,Plat principal
Tarte froide au thon,4,55,31,ajouter,10,Entrée
Blanc de poulet au miel,5,27,17,miel,8,Plat principal
Verrine de betterave rouge et concombre,6,34,27,frais,9,Entrée
Koulibiac au saumon,3,109,54,faites,17,Plat principal
"Paëlla au saumon, poulet et fruits de mer",8,143,54,poulet,18,Plat principal
Boulettes de poulet citron soja,5,34,19,ail,8,Plat principal
Tartiflette aux carottes,3,51,25,minute,8,Plat principal
Pate champêtres,2,73,44,pâte,12,Plat principal
Fettuccines sauce au citron express,5,28,31,mélanger,8,Plat principal
Mounas,1,101,29,farine,10,Dessert
Le Boeuf Noël de Susanne,5,68,51,viande,11,Plat principal
"Crumble aux poireaux, courgettes et lardons",6,85,29,couper,9,Plat principal
Clafoutis de prunes au thé et son streusel d'amandes,9,104,46,streusel,15,Dessert
Verrine banane chocolat,3,60,21,banane,7,Dessert
Risotto aux courgettes et au chorizo,6,34,28,courgette,9,Plat principal
"Tarte courgette, chèvre, champignons",4,70,31,rondelle,12,Plat principal
Rouleaux de printemps au poulet et au curry,8,152,63,faire,23,Plat principal
Pain d'épices de Tata Coco,5,46,37,mélanger,10,Dessert
Cabillaud sur poireaux au lard fumé,6,94,23,ramequin,8,Plat principal
Omelette espagnole au chorizo,4,66,22,heure,10,Plat principal
"Limousin : marron, amande et chocolat",6,31,18,crème,6,Dessert
Brouillade  à la coquille (oeufs brouillés crémeux),7,130,17,casserole,4,Entrée
POTAGE AUX LEGUMES VARIES,4,96,30,légume,13,Plat principal
Coeurs de palmier au gratin,5,88,59,retirer,13,Entrée
Salade de melon aux lardons,5,37,20,lardon,8,Entrée
Epinards au gratin,3,37,21,four,8,Plat principal
Gâteau aux fruits (pomme-poire),4,48,30,gramme,9,Dessert
Gâteau facile et rapide à la mangue,7,30,27,mettre,8,Dessert
Tarte fine comté courgette,4,63,24,répartir,8,Plat principal
Sauté de porc au poivron,5,36,30,revenir,9,Plat principal
Tiramisu léger aux fraises et au vin blanc,8,113,38,coulis,10,Dessert
Beignets pets-de-nonne,2,68,20,pâte,8,Dessert
Pâtes à la bière,4,57,17,faire,7,Plat principal
Cake oriental,2,77,38,180,12,Dessert
Tarte à la rhubarbe facile et rapide,7,45,21,pâte,7,Dessert
Bruschetta d'Elodie,2,49,39,faire,13,Entrée
Lasagnes aux 3 fromages et jambon de parme,8,86,42,sauce,13,Plat principal
Raviolis de caille au foie gras et vin jaune,9,106,67,bien,20,Plat principal
Salade Saumon / mâche,4,22,15,pomme,6,Entrée
Poulet aux poires et aux épices,6,67,24,minute,7,Plat principal
Gambas à la réunionnaise,4,53,30,écraser,10,Plat principal
Glace aux kiwis,3,18,15,mixer,6,Dessert
Bottereaux,1,58,37,pâte,11,Dessert
Pâte pour la tarte au chocolat,6,41,15,pâte,6,Dessert
Flan de poivrons rouges,4,92,32,faire,11,Entrée
Pommes épices surprise,3,67,30,pomme,8,Dessert
Soupe de haricots blancs à la tomate,7,59,45,haricot,15,Entrée
Tarte aux poivrons et jambon de Bayonne,7,53,30,minute,9,Plat principal
Roti de veau feuilleté.,4,76,30,pâte,10,Plat principal
Soupe veloutée à la carotte,5,76,34,légume,11,Entrée
Mousse au chocolat au lait d'Aline,6,43,9,blanc,4,Dessert
Le gratin de macaronis de Chloé,6,75,28,four,9,Plat principal
Tarte au Parmesan Printanière,4,108,30,eau,13,Plat principal
Galettes diététiques et gourmandes aux pommes,6,43,41,feu,7,Dessert
Entremet Dattes et Fromage frais ( Maroc),7,52,28,gélatine,9,Dessert
Cheesecake aux framboises facile,4,105,65,gramme,19,Dessert
Poulet thaï (Tom kha kai) la vrai recette,8,101,33,5,11,Plat principal
Cuisses de poulet et patates douces aux 4 épices,9,80,49,faire,12,Plat principal
Tarte aux pêches caramélisées et amaretti,6,138,36,pêche,10,Dessert
Cake salé,2,70,36,mélanger,12,Entrée
Délice d'automne,2,34,27,petit,10,Dessert
Verrine sucrée simplissime,3,40,31,couche,8,Dessert
Boeuf à l'ail et à la tomate,7,97,31,gousse,9,Plat principal
Soupe chinoise au poulet,4,58,62,plat,16,Entrée
Tarte aux noix,3,50,30,sucre,10,Dessert
"Gratin de céleri rave, pommes de terre et saumon fumé",10,92,29,four,9,Plat principal
Ballottines de saumon fumé au cabillaud,6,63,25,faire,9,Plat principal
Muffins au Banania,3,39,36,fondant,12,Dessert
Suprême de poulet au cidre et petits légumes de printemps,10,143,42,petit,10,Plat principal
Clovisses au thym,3,64,12,clovisse,5,Entrée
Gratin pommes de terre et chorizo,6,171,38,cuisson,9,Plat principal
Côtes de porc aux ananas,5,43,17,faire,8,Plat principal
Pâté de porc aux trompettes de la mort,8,46,26,hacher,8,Entrée
Tarte confiture de framboise et noix de coco,8,14,22,étaler,7,Dessert
Tartines au chèvre et amandes,5,41,18,2,6,Plat principal
Gâteau à l'ananas caramélisé,4,72,22,ananas,8,Dessert
La tarte tatin d'Arlequin,4,92,26,poivron,9,Entrée
Verrine provençale,2,52,26,faire,6,Entrée
La soupe des petits costauds,5,51,28,soupe,9,Plat principal
Gratin de radis roses,4,64,35,radis,12,Entrée
Gratin de christophines,3,49,20,faire,7,Plat principal
Coquille lilloise,2,78,28,petit,9,Dessert
Sauce liégeoise pour boulettes façon Mimi,6,53,25,sirop,7,Plat principal
Salade des îles aux fruits exotiques,6,21,29,fruit,11,Dessert
Gigot mariné aux herbes,4,58,43,marinade,12,Plat principal
Soupe de betteraves et concombre à la menthe,8,45,30,vinaigre,10,Entrée
Et un cheesecake white-chocolate ! Un !,7,56,22,faire,7,Entrée
Tatin de chèvre chaud,4,35,13,pomme,7,Entrée
Cake des débutants,3,72,25,farine,9,Dessert
Soupe au gouda vieux,4,67,35,mélanger,10,Entrée
Poulet 'Marie-Anne',2,68,21,ajouter,12,Plat principal
Artichauts aux saucisses de Toulouse et au vin blanc,9,89,26,faire,9,Plat principal
Gâteau au chocolat (recette américaine),5,113,51,chocolat,14,Dessert
Cannellonis mozzarella jambon,3,115,33,tomate,12,Plat principal
Tarte expresse aux pommes cuites et beurre salé,8,70,27,pomme,9,Dessert
Salade pimentée avocat  morue,4,42,22,cuillère,9,Entrée
Caillette ardéchoise,2,62,24,chou,8,Plat principal
Terrine de poisson et ses légumes,6,111,22,min,8,Plat principal
Petits oeufs battus glacés à l'orange et aux fruits,9,155,54,sucre,18,Dessert
Poulet épicé aux olives et ses petits légumes,8,126,69,minute,20,Plat principal
Loup en soupe de coco et safran,7,67,21,cocotte,9,Plat principal
Cake banane / yaourt léger et moelleux,7,49,31,banane,10,Dessert
Oeuf surprise au pesto,4,42,15,mettre,6,Entrée
Carottes façon bonne femme,4,51,31,carotte,9,Plat principal
Filets de sole aux fruits de mer et champignons,9,79,34,moule,11,Plat principal
Escalopes de dinde au paprika facile,6,47,13,morceau,7,Plat principal
Spaghettis au saumon fumé et aux pistaches,7,73,30,pâte,10,Plat principal
Oie farcie aux pommes et aux pruneaux,7,139,59,pomme,15,Plat principal
Rata saucisse aux petits pois,5,48,17,min,6,Plat principal
Fouace Aveyronnaise,2,52,33,mélanger,10,Dessert
Verrine de pomme et palet breton,6,41,27,6,10,Dessert
Boulettes de boeuf du sud,5,54,73,boulette,21,Plat principal
Parmentier d'aubergines,2,87,25,aubergine,7,Plat principal
Mini tartelettes aux chocolats et fruits,6,137,35,chocolat,10,Dessert
Pâtes à la tomate séchée,5,61,32,ajouter,9,Plat principal
Tiramisu dauphinois,2,61,29,ajouter,9,Dessert
Coq au vin rosé et ses petits champignons,8,54,27,revenir,10,Plat principal
Tarte flambée aux mirabelles,4,46,16,four,5,Dessert
Saint Jacques au foie gras en coquilles,7,82,19,foie,6,Entrée
"Chausson fourré aux oignons, lardons et champignons",7,87,34,chausson,14,Plat principal
Pain de poisson (colin),4,45,23,faire,7,Entrée
Soupe blanche légère,3,19,16,légume,8,Plat principal
Salade de lentilles aux oignons,5,76,48,vinaigrette,8,Plat principal
Tiramisu framboise de Lulu,4,133,39,framboise,12,Dessert
Sardines farcies au fromage,4,37,24,mettre,7,Entrée
Magret de canard au chèvre et Jambon du pays,9,78,17,côté,5,Plat principal
Filet de lotte au homard,5,135,31,homard,13,Plat principal
Gnocchis parmentiers,2,57,30,four,8,Plat principal
Tourte aux fromages et aux herbes,6,38,25,pâte,9,Plat principal
Petites paupiettes de boeuf,4,72,29,tomate,14,Plat principal
Tarte au flan à ma façon,6,138,32,vanille,7,Dessert
Tiramisu à la rhubarbe sans oeuf,6,77,37,rhubarbe,11,Dessert
Gratin Montbéliardais,2,47,31,couper,11,Plat principal
Gratin dauphinois de mère en fille,6,56,15,gruyère,6,Plat principal
Cake au roquefort et aux pommes,6,97,36,saladier,14,Entrée
Palourdes farcies au comté,4,52,19,four,7,Plat principal
Fricassée de poulet aux olives,5,57,33,autocuiseur,9,Plat principal
Sauté de veau provençal,4,31,31,faire,11,Plat principal
Tarte inventée,2,54,48,pâte,13,Dessert
Salade de poulpe au citron,5,36,20,ajouter,8,Entrée
Clafoutis aux courgettes et au jambon,6,50,32,courgette,11,Plat principal
Salade aux graines vite faite d'Isa,6,11,30,ingrédient,9,Entrée
Filets de maquereaux (vite fait au four),7,43,21,filet,7,Plat principal
Aîles de raies aux câpres et jambon italien,8,88,35,câpre,9,Plat principal
Suprême de brocolis,3,39,22,mixez,10,Entrée
Gâteau au lait condensé,4,63,23,petit,7,Dessert
Tagliatelles au champagne et saumon,5,37,21,champagne,7,Plat principal
Tagliatelles vertes au citron et à l'artichaut,7,89,40,ajouter,13,Plat principal
Sarde Saor,2,161,52,sardine,12,Entrée
Tajine tunisien,2,99,28,pomme,10,Plat principal
Oeufs au lait au rhum,5,43,18,four,6,Dessert
Crumble knackie oignons,3,62,31,faire,10,Entrée
Tarte Robespierre,2,70,24,mettre,7,Entrée
Gratin de courgettes au thon et au parmesan,8,62,28,four,10,Plat principal
Yaourts vanille et cardamome,4,116,34,lait,9,Dessert
Endives à l'avocat et au saumon,6,42,16,endive,8,Entrée
Filet de loup rapide façon Silvia,6,44,31,poisson,9,Plat principal
Potée de légumes au poulet,5,54,31,minute,9,Plat principal
